nom,id,nom,match,"﻿""mcode""",population,établissements,eta per capita,habitant par éta
Rivière-Vaseuse,3608268166,rivierevaseuse,Rivière-Vaseuse,7904,0,0,#DIV/0!,#DIV/0!
Lac-Alfred,3608268168,lacalfred,Lac-Alfred,7912,0,0,#DIV/0!,#DIV/0!
Ruisseau-Ferguson,3608271770,ruisseauferguson,Ruisseau-Ferguson,6904,0,0,#DIV/0!,#DIV/0!
Rivière-Patapédia-Est,3608271771,rivierepatapediaest,Rivière-Patapédia-Est,7906,0,0,#DIV/0!,#DIV/0!
Lac-des-Eaux-Mortes,3608271772,lacdeseauxmortes,Lac-des-Eaux-Mortes,9902,0,0,#DIV/0!,#DIV/0!
Lac-à-la-Croix,3608271773,lacalacroix,Lac-à-la-Croix,9904,0,0,#DIV/0!,#DIV/0!
Mont-Alexandre,3608271774,montalexandre,Mont-Alexandre,2902,0,0,#DIV/0!,#DIV/0!
Ristigouche-Partie-Sud-Est,3608274888,ristigouchepartiesudest,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Caniapiscau,3608282723,caniapiscau,Caniapiscau,97908,0,0,#DIV/0!,#DIV/0!
Rivière-Nipissis,3608282726,rivierenipissis,Rivière-Nipissis,97902,0,0,#DIV/0!,#DIV/0!
Baie-Obaoca,3608292643,baieobaoca,Baie-Obaoca,62918,0,0,#DIV/0!,#DIV/0!
Baie-Atibenne,3608292716,baieatibenne,Baie-Atibenne,62920,0,0,#DIV/0!,#DIV/0!
Lac-du-Taureau,3608292783,lacdutaureau,Lac-du-Taureau,62922,0,0,#DIV/0!,#DIV/0!
Lac-Devenyns,3608293311,lacdevenyns,Lac-Devenyns,62904,0,0,#DIV/0!,#DIV/0!
Lac-Minaki,3608293394,lacminaki,Lac-Minaki,62902,0,0,#DIV/0!,#DIV/0!
Lac-Santé,3608293607,lacsante,Lac-Santé,62916,0,0,#DIV/0!,#DIV/0!
Lac-des-Dix-Milles,3608293608,lacdesdixmilles,Lac-des-Dix-Milles,62914,0,0,#DIV/0!,#DIV/0!
Lac-Legendre,3608293609,laclegendre,Lac-Legendre,62910,0,0,#DIV/0!,#DIV/0!
Lac-Wagwabika,3608294675,lacwagwabika,Lac-Wagwabika,79906,0,0,#DIV/0!,#DIV/0!
Lac-Cabasta,3608294694,laccabasta,Lac-Cabasta,62919,0,0,#DIV/0!,#DIV/0!
Lac-Granet,3608364665,lacgranet,Lac-Granet,89912,0,0,#DIV/0!,#DIV/0!
Lac-Metei,3608365714,lacmetei,Lac-Metei,89908,0,0,#DIV/0!,#DIV/0!
Matchi-Manitou,3608365715,matchimanitou,Matchi-Manitou,89902,0,0,#DIV/0!,#DIV/0!
Opacikoteak Ecitacikewapan / Hunter's Point,3608368359,hunterspoint,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Winneway,3608368498,winneway,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lac-Moncouche,3608376233,lacmoncouche,Lac-Moncouche,93904,0,0,#DIV/0!,#DIV/0!
Lac-Achouakan,3608376234,lacachouakan,Lac-Achouakan,93906,0,0,#DIV/0!,#DIV/0!
Belle-Rivière,3608376235,belleriviere,Belle-Rivière,93908,0,0,#DIV/0!,#DIV/0!
Lalemant,3608378465,lalemant,Lalemant,94926,0,0,#DIV/0!,#DIV/0!
Lac-Masketsi,3608394097,lacmasketsi,Lac-Masketsi,35902,0,0,#DIV/0!,#DIV/0!
Lac-Boulé,3608394424,lacboule,Lac-Boulé,35908,0,0,#DIV/0!,#DIV/0!
Rivière-de-la-Savane,3608394425,rivieredelasavane,Rivière-de-la-Savane,35906,0,0,#DIV/0!,#DIV/0!
Lac-Pikauba,3608397614,lacpikauba,Lac-Pikauba,16902,0,0,#DIV/0!,#DIV/0!
Rivière-Nouvelle,3608406163,rivierenouvelle,Rivière-Nouvelle,6902,0,0,#DIV/0!,#DIV/0!
Collines-du-Basque,3608408254,collinesdubasque,Collines-du-Basque,3904,0,0,#DIV/0!,#DIV/0!
Lac-Vacher,3608449496,lacvacher,Lac-Vacher,97914,0,0,#DIV/0!,#DIV/0!
Lac-Juillet,3608449502,lacjuillet,Lac-Juillet,97912,0,0,#DIV/0!,#DIV/0!
ᐙᐱᒫᑯᔥᑐᐃ (ᐅᑌᓈᐤ) / Whapmagoostui (village),3608490438,whapmagoostui,Whapmagoostui,99070,0,0,#DIV/0!,#DIV/0!
ᐃᓄᒃᔪᐊᒃ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Inukjuak (terre),3608492856,inukjuak,Inukjuak,99879,0,0,#DIV/0!,#DIV/0!
ᐃᕗᔨᕕᒃ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Ivujivik (terre),3608492877,ivujivik,Ivujivik,99885,0,0,#DIV/0!,#DIV/0!
ᑲᖏᖅᓱᔪᐊᖅ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Kangiqsujuaq (village),3608495564,kangiqsujuaq,Kangiqsujuaq,99888,0,0,#DIV/0!,#DIV/0!
ᑲᖏᕐᓱᖅ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Kangirsuk (terre),3608495612,kangirsuk,Kangirsuk,99890,0,0,#DIV/0!,#DIV/0!
Baie-d'Hudson,3608514211,baiedhudson,Baie-d'Hudson,99904,0,0,#DIV/0!,#DIV/0!
ᓴᓪᓗᐃᑦ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Salluit (terre),3608516272,salluit,Salluit,99887,0,0,#DIV/0!,#DIV/0!
Rivière-Koksoak,3608792922,rivierekoksoak,Rivière-Koksoak,99902,0,0,#DIV/0!,#DIV/0!
West Carleton,3609245427,westcarleton,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ᑲᖏᕐᓱᖅ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Kangirsuk (village),3609388634,kangirsuk,Kangirsuk,99890,0,0,#DIV/0!,#DIV/0!
ᑲᖏᖅᓱᔪᐊᖅ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Kangiqsujuaq (terre),3609388839,kangiqsujuaq,Kangiqsujuaq,99888,0,0,#DIV/0!,#DIV/0!
ᓴᓪᓗᐃᑦ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Salluit (village),3609389056,salluit,Salluit,99887,0,0,#DIV/0!,#DIV/0!
ᐃᕗᔨᕕᒃ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Ivujivik (village),3609389089,ivujivik,Ivujivik,99885,0,0,#DIV/0!,#DIV/0!
ᐳᕕᕐᓂᑐᖅ Puvirnituq,3609390593,puvirnituq,Puvirnituq,99120,1902,#N/A,#N/A,#N/A
ᐃᓄᒃᔪᐊᒃ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Inukjuak (village),3609390720,inukjuak,Inukjuak,99879,0,0,#DIV/0!,#DIV/0!
ᐙᐱᒫᑯᔥᑐᐃ (ᐊᔅᒌ) / Whapmagoostui (terre),3609391148,whapmagoostui,Whapmagoostui,99070,0,0,#DIV/0!,#DIV/0!
ᑰᔾᔪᐊᕌᐱᒃ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Kuujjuarapik (village),3609391149,kuujjuarapik,Kuujjuarapik,99075,722,#N/A,#N/A,#N/A
ᑰᔾᔪᐊᕌᐱᒃ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Kuujjuarapik (terre),3609391150,kuujjuarapik,Kuujjuarapik,99075,722,#N/A,#N/A,#N/A
ᐅᒥᐅᔭᖅ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Umiujaq (terre),3609391174,umiujaq,Umiujaq,99878,0,#N/A,#N/A,#N/A
ᐅᒥᐅᔭᖅ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Umiujaq (village),3609391175,umiujaq,Umiujaq,99878,0,#N/A,#N/A,#N/A
Akwesasne 15,3612295866,akwesasne,Akwesasne,69802,2381,#N/A,#N/A,#N/A
ᑲᐛᐛᒋᑲᒪᒡ (ᐅᑌᓈᐤ) / Kawawachikamach (village),3612873747,kawawachikamach,Kawawachikamach,99065,0,0,#DIV/0!,#DIV/0!
ᐐᒥᓂᒌ (ᐅᑌᓈᐤ) / Wemindji (village),3612893850,wemindji,Wemindji,99812,1530,#N/A,#N/A,#N/A
ᐐᒥᓂᒌ (ᐊᔅᒌ) / Wemindji (terre),3612893851,wemindji,Wemindji,99812,1530,#N/A,#N/A,#N/A
ᐄᔅᒣᐃᓐ (ᐅᑌᓈᐤ) / Eastmain (village),3612893894,eastmain,Eastmain,99810,946,#N/A,#N/A,#N/A
ᐄᔅᒣᐃᓐ (ᐊᔅᒌ) / Eastmain (terre),3612893895,eastmain,Eastmain,99810,946,#N/A,#N/A,#N/A
ᒋᓵᓰᐲ (ᐊᔅᒌ) / Chisasibi (terre),3613266133,chisasibi,Chisasibi,99814,5238,#N/A,#N/A,#N/A
Chisasibi (Village),3613266134,chisasibi,Chisasibi,99814,5238,#N/A,#N/A,#N/A
ᐙᔅᑳᐦᐄᑲᓂᔥ (ᐊᔅᒌ) / Waskaganish (terre),3613266168,waskaganish,Waskaganish,99806,2299,#N/A,#N/A,#N/A
ᐙᔅᑳᐦᐄᑲᓂᔥ (ᐅᑌᓈᐤ) / Waskaganish (village),3613266169,waskaganish,Waskaganish,99806,2299,#N/A,#N/A,#N/A
ᐐᒥᓂᒌ (ᐊᔅᒌ) / Waswanipi (terre),3613266175,waswanipi,Waswanipi,99010,0,#N/A,#N/A,#N/A
ᐙᔂᓂᐲ (ᐅᑌᓈᐤ) / Waswanipi (village),3613266176,waswanipi,Waswanipi,99010,0,#N/A,#N/A,#N/A
ᐆᒉᐳᑯᒨ (ᐊᔅᒌ) / Oujé-Bougoumou (terre),3613266179,oujebougoumou,Oujé-Bougoumou,99818,797,#N/A,#N/A,#N/A
ᒥᔅᑎᓯᓃ (ᐅᑌᓈᐤ) / Mistissini (village),3613266598,mistissini,Mistissini,99030,0,#N/A,#N/A,#N/A
ᒥᔅᑎᓯᓃ (ᐊᔅᒌ) / Mistissini (terre),3613267724,mistissini,Mistissini,99030,0,#N/A,#N/A,#N/A
ᓀᒥᔅᑳᐤ (ᐅᑌᓈᐤ) / Nemaska (village),3613267976,nemaska,Nemaska,99040,0,#N/A,#N/A,#N/A
ᓀᒥᔅᑳᐤ (ᐊᔅᒌ) / Nemaska (terre),3613267977,nemaska,Nemaska,99040,0,#N/A,#N/A,#N/A
La Morandière-Rochebaucourt,3616785732,lamorandiererochebaucourt,La Morandière-Rochebaucourt,88012,345,#N/A,#N/A,#N/A
Courcelles–Saint-Évariste,3616866124,courcellessaintevariste,Courcelles--Saint-Évariste,29027,1342,#N/A,#N/A,#N/A
Sainte-Élisabeth-de-Proulx,3618529087,sainteelisabethdeproulx,Sainte-Élisabeth-de-Proulx,92903,155,#N/A,#N/A,#N/A
Amos,3618741228,amos,Amos,88057,13837,#N/A,#N/A,#N/A
Hampstead,3600197569,hampstead,Hampstead,66062,7372,0,0,#DIV/0!
Baie-D'Urfé,3600197579,baiedurfe,Baie-D'Urfé,66112,3710,0,0,#DIV/0!
Senneville,3600197583,senneville,Senneville,66127,981,0,0,#DIV/0!
Nominingue,3601490833,nominingue,Nominingue,79030,2116,0,0,#DIV/0!
Notre-Dame-du-Laus,3601490834,notredamedulaus,Notre-Dame-du-Laus,79005,1604,0,0,#DIV/0!
Lac-Douaire,3601490838,lacdouaire,Lac-Douaire,79922,5,0,0,#DIV/0!
La Macaza,3601490849,lamacaza,La Macaza,79047,1111,0,0,#DIV/0!
Noyan,3601600477,noyan,Noyan,56015,1492,0,0,#DIV/0!
Saint-Armand,3601600478,saintarmand,Saint-Armand,46017,1261,0,0,#DIV/0!
Saint-Blaise-sur-Richelieu,3601600479,saintblaisesurrichelieu,Saint-Blaise-sur-Richelieu,56065,2101,0,0,#DIV/0!
Henryville,3601600481,henryville,Henryville,56042,1508,0,0,#DIV/0!
Saint-Paul-de-l'Île-aux-Noix,3601600482,saintpauldelileauxnoix,Saint-Paul-de-l'Île-aux-Noix,56035,2165,0,0,#DIV/0!
Lacolle,3601600483,lacolle,Lacolle,56023,2742,0,0,#DIV/0!
Sainte-Anne-de-Sabrevois,3601600485,sainteannedesabrevois,Sainte-Anne-de-Sabrevois,56060,2212,0,0,#DIV/0!
Clarenceville,3601600486,clarenceville,Clarenceville,56010,1273,0,0,#DIV/0!
L'Île-Dorval,3603421685,liledorval,L'Île-Dorval,66092,5,0,0,#DIV/0!
Sainte-Thérèse-de-la-Gatineau,3607041001,saintetheresedelagatineau,Sainte-Thérèse-de-la-Gatineau,83055,597,0,0,#DIV/0!
Blue Sea,3607041002,bluesea,Blue Sea,83045,710,0,0,#DIV/0!
Messines,3607041004,messines,Messines,83060,1711,0,0,#DIV/0!
Cayamant,3607041005,cayamant,Cayamant,83040,840,0,0,#DIV/0!
Pontiac,3607041343,pontiac,Pontiac,82030,5986,0,0,#DIV/0!
Bristol,3607041406,bristol,Bristol,84005,1155,0,0,#DIV/0!
Clarendon,3607041407,clarendon,Clarendon,84015,1237,0,0,#DIV/0!
Portage-du-Fort,3607041555,portagedufort,Portage-du-Fort,84020,204,0,0,#DIV/0!
Bryson,3607041642,bryson,Bryson,84025,663,0,0,#DIV/0!
Litchfield,3607041643,litchfield,Litchfield,84040,454,0,0,#DIV/0!
L'Île-du-Grand-Calumet,3607041732,liledugrandcalumet,L'Île-du-Grand-Calumet,84035,635,0,0,#DIV/0!
Mansfield-et-Pontefract,3607045161,mansfieldetpontefract,Mansfield-et-Pontefract,84065,2358,0,0,#DIV/0!
Otter Lake,3607045223,otterlake,Otter Lake,84055,929,0,0,#DIV/0!
Sheenboro,3607045546,sheenboro,Sheenboro,84095,120,0,0,#DIV/0!
Denholm,3607045906,denholm,Denholm,83005,475,0,0,#DIV/0!
Kazabazua,3607045908,kazabazua,Kazabazua,83015,976,0,0,#DIV/0!
Alleyn-et-Cawood,3607045910,alleynetcawood,Alleyn-et-Cawood,84050,179,0,0,#DIV/0!
Rapides-des-Joachims,3607351757,rapidesdesjoachims,Rapides-des-Joachims,84100,154,0,0,#DIV/0!
Montcerf-Lytton,3607357977,montcerflytton,Montcerf-Lytton,83088,673,0,0,#DIV/0!
Egan-Sud,3607357978,egansud,Egan-Sud,83075,498,0,0,#DIV/0!
Bois-Franc,3607358185,boisfranc,Bois-Franc,83085,418,0,0,#DIV/0!
Aumond,3607358187,aumond,Aumond,83090,797,0,0,#DIV/0!
Déléage,3607358188,deleage,Déléage,83070,1877,0,0,#DIV/0!
Obedjiwan,3607359864,obedjiwan,Obedjiwan,90804,2094,0,0,#DIV/0!
Wemotaci,3607359865,wemotaci,Wemotaci,90802,1280,0,0,#DIV/0!
Belcourt,3607359892,belcourt,Belcourt,89050,222,0,0,#DIV/0!
Champneuf,3607359893,champneuf,Champneuf,88005,132,0,0,#DIV/0!
La Corne,3607360008,lacorne,La Corne,88030,757,0,0,#DIV/0!
Landrienne,3607360009,landrienne,Landrienne,88035,900,0,0,#DIV/0!
Barraute,3607360010,barraute,Barraute,88022,1936,0,0,#DIV/0!
Malartic,3607360108,malartic,Malartic,89015,3356,0,0,#DIV/0!
Rivière-Héva,3607360109,riviereheva,Rivière-Héva,89010,1503,0,0,#DIV/0!
La Motte,3607360110,lamotte,La Motte,88045,492,0,0,#DIV/0!
Preissac,3607360111,preissac,Preissac,88090,926,0,0,#DIV/0!
Authier,3607360199,authier,Authier,87050,267,0,0,#DIV/0!
Sainte-Germaine-Boulé,3607360200,saintegermaineboule,Sainte-Germaine-Boulé,87030,973,0,0,#DIV/0!
Poularies,3607360201,poularies,Poularies,87035,687,0,0,#DIV/0!
Palmarolle,3607360202,palmarolle,Palmarolle,87025,1387,0,0,#DIV/0!
Gallichan,3607360203,gallichan,Gallichan,87020,486,0,0,#DIV/0!
Roquemaure,3607360204,roquemaure,Roquemaure,87015,409,0,0,#DIV/0!
Rapide-Danseur,3607360205,rapidedanseur,Rapide-Danseur,87010,350,0,0,#DIV/0!
Duparquet,3607360206,duparquet,Duparquet,87005,727,0,0,#DIV/0!
Saint-Marc-de-Figuery,3607360325,saintmarcdefiguery,Saint-Marc-de-Figuery,88040,930,0,0,#DIV/0!
Saint-Mathieu-d'Harricana,3607360326,saintmathieudharricana,Saint-Mathieu-d'Harricana,88050,810,0,0,#DIV/0!
Sainte-Gertrude-Manneville,3607360327,saintegertrudemanneville,Sainte-Gertrude-Manneville,88085,788,0,0,#DIV/0!
Trécesson,3607360328,trecesson,Trécesson,88075,1241,0,0,#DIV/0!
Launay,3607360329,launay,Launay,88080,217,0,0,#DIV/0!
Berry,3607360330,berry,Berry,88070,535,0,0,#DIV/0!
Authier-Nord,3607360331,authiernord,Authier-Nord,87100,295,0,0,#DIV/0!
Saint-Dominique-du-Rosaire,3607360337,saintdominiquedurosaire,Saint-Dominique-du-Rosaire,88065,440,0,0,#DIV/0!
Sainte-Anne-du-Lac,3607360361,sainteannedulac,Sainte-Anne-du-Lac,79115,572,0,0,#DIV/0!
Lac-Saint-Paul,3607360492,lacsaintpaul,Lac-Saint-Paul,79105,486,0,0,#DIV/0!
Mont-Saint-Michel,3607360493,montsaintmichel,Mont-Saint-Michel,79110,615,0,0,#DIV/0!
L'Ascension,3607361694,lascension,L'Ascension,79050,845,0,0,#DIV/0!
Bowman,3607361798,bowman,Bowman,80145,714,0,0,#DIV/0!
Montpellier,3607362050,montpellier,Montpellier,80090,1098,0,0,#DIV/0!
Saint-Aimé-du-Lac-des-Îles,3607362282,saintaimedulacdesiles,Saint-Aimé-du-Lac-des-Îles,79022,835,0,0,#DIV/0!
Lac-Tremblant-Nord,3607362392,lactremblantnord,Lac-Tremblant-Nord,78127,47,0,0,#DIV/0!
Lac-des-Plages,3607362399,lacdesplages,Lac-des-Plages,80130,499,0,0,#DIV/0!
Wôlinak,3607403823,wolinak,Wôlinak,38802,212,0,0,#DIV/0!
Ripon,3607547231,ripon,Ripon,80078,1682,0,0,#DIV/0!
Mulgrave-et-Derry,3607547232,mulgraveetderry,Mulgrave-et-Derry,80085,387,0,0,#DIV/0!
Mayo,3607547233,mayo,Mayo,80065,627,0,0,#DIV/0!
L'Ange-Gardien,3607547234,langegardien,L'Ange-Gardien,21040,3875,0,0,#DIV/0!
Saint-Sixte,3607549954,saintsixte,Saint-Sixte,80070,483,0,0,#DIV/0!
Lochaber,3607549955,lochaber,Lochaber,80055,434,0,0,#DIV/0!
Thurso,3607549956,thurso,Thurso,80050,2916,0,0,#DIV/0!
Lochaber-Partie-Ouest,3607549957,lochaberpartieouest,Lochaber-Partie-Ouest,80060,894,0,0,#DIV/0!
Fassett,3607572123,fassett,Fassett,80005,459,0,0,#DIV/0!
Saint-Émile-de-Suffolk,3607572126,saintemiledesuffolk,Saint-Émile-de-Suffolk,80125,530,0,0,#DIV/0!
Chénéville,3607572129,cheneville,Chénéville,80103,902,0,0,#DIV/0!
Plaisance,3607572132,plaisance,Plaisance,80045,1128,0,0,#DIV/0!
Lantier,3607692499,lantier,Lantier,78015,892,0,0,#DIV/0!
Val-des-Lacs,3607692500,valdeslacs,Val-des-Lacs,78100,719,0,0,#DIV/0!
Huberdeau,3607692501,huberdeau,Huberdeau,78065,901,0,0,#DIV/0!
Arundel,3607692502,arundel,Arundel,78060,555,0,0,#DIV/0!
Ivry-sur-le-Lac,3607692505,ivrysurlelac,Ivry-sur-le-Lac,78042,366,0,0,#DIV/0!
Barkmere,3607692508,barkmere,Barkmere,78050,82,0,0,#DIV/0!
Terrasse-Vaudreuil,3607696237,terrassevaudreuil,Terrasse-Vaudreuil,71075,1965,0,0,#DIV/0!
Pointe-des-Cascades,3607696238,pointedescascades,Pointe-des-Cascades,71055,1758,0,0,#DIV/0!
Vaudreuil-sur-le-Lac,3607696240,vaudreuilsurlelac,Vaudreuil-sur-le-Lac,71090,1369,0,0,#DIV/0!
L'Île-Cadieux,3607696241,lilecadieux,L'Île-Cadieux,71095,128,0,0,#DIV/0!
Rivière-Beaudette,3607696249,rivierebeaudette,Rivière-Beaudette,71005,2469,0,0,#DIV/0!
Saint-Télesphore,3607696250,sainttelesphore,Saint-Télesphore,71015,783,0,0,#DIV/0!
Saint-Polycarpe,3607696251,saintpolycarpe,Saint-Polycarpe,71020,2564,0,0,#DIV/0!
Sainte-Justine-de-Newton,3607696252,saintejustinedenewton,Sainte-Justine-de-Newton,71115,964,0,0,#DIV/0!
Très-Saint-Rédempteur,3607696253,tressaintredempteur,Très-Saint-Rédempteur,71125,970,0,0,#DIV/0!
Sainte-Marthe,3607696254,saintemarthe,Sainte-Marthe,71110,1076,0,0,#DIV/0!
Pointe-Fortune,3607696256,pointefortune,Pointe-Fortune,71140,584,0,0,#DIV/0!
Mille-Isles,3607697269,milleisles,Mille-Isles,76030,1787,0,0,#DIV/0!
Gore,3607697270,gore,Gore,76025,2069,0,0,#DIV/0!
Saint-André-d'Argenteuil,3607697272,saintandredargenteuil,Saint-André-d'Argenteuil,76008,3029,0,0,#DIV/0!
Wentworth,3607697273,wentworth,Wentworth,76035,560,0,0,#DIV/0!
Lac-des-Seize-Îles,3607697471,lacdesseizeiles,Lac-des-Seize-Îles,77055,159,0,0,#DIV/0!
Kebaowek,3607698598,kebaowek,Kebaowek,85802,282,0,0,#DIV/0!
Saint-Hippolyte,3607698649,sainthippolyte,Saint-Hippolyte,75045,10972,0,0,#DIV/0!
Saint-Colomban,3607698653,saintcolomban,Saint-Colomban,75005,18443,0,0,#DIV/0!
Timiskaming,3607698707,timiskaming,Timiskaming,85806,506,0,0,#DIV/0!
Pikogan,3607698791,pikogan,Pikogan,88802,545,0,0,#DIV/0!
Mashteuiatsh,3607699130,mashteuiatsh,Mashteuiatsh,91802,2038,0,0,#DIV/0!
Odanak,3607700931,odanak,Odanak,50802,462,0,0,#DIV/0!
Lorraine,3607703990,lorraine,Lorraine,73025,9715,0,0,#DIV/0!
Sainte-Marie-Salomé,3607704058,saintemariesalome,Sainte-Marie-Salomé,63005,1209,0,0,#DIV/0!
Saint-Jacques,3607704060,saintjacques,Saint-Jacques,63013,4419,0,0,#DIV/0!
Sainte-Julienne,3607704062,saintejulienne,Sainte-Julienne,63060,11086,0,0,#DIV/0!
Saint-Calixte,3607704063,saintcalixte,Saint-Calixte,63055,7162,0,0,#DIV/0!
Saint-Roch-de-l'Achigan,3607704065,saintrochdelachigan,Saint-Roch-de-l'Achigan,63035,5373,0,0,#DIV/0!
Saint-Roch-Ouest,3607704066,saintrochouest,Saint-Roch-Ouest,63040,279,0,0,#DIV/0!
Saint-Lin–Laurentides,3607704067,saintlinlaurentides,Saint-Lin--Laurentides,63048,24553,0,0,#DIV/0!
Saint-Sulpice,3607706376,saintsulpice,Saint-Sulpice,60020,3409,0,0,#DIV/0!
Sainte-Mélanie,3607706446,saintemelanie,Sainte-Mélanie,61050,3255,0,0,#DIV/0!
Notre-Dame-de-Lourdes,3607706447,notredamedelourdes,Notre-Dame-de-Lourdes,61045,2969,0,0,#DIV/0!
Notre-Dame-des-Prairies,3607706449,notredamedesprairies,Notre-Dame-des-Prairies,61030,9496,0,0,#DIV/0!
Saint-Charles-Borromée,3607706451,saintcharlesborromee,Saint-Charles-Borromée,61035,15437,0,0,#DIV/0!
Saint-Pierre,3607706453,saintpierre,Saint-Pierre,61020,295,0,0,#DIV/0!
Saint-Damien,3607707047,saintdamien,Saint-Damien,62075,2238,0,0,#DIV/0!
Entrelacs,3607707058,entrelacs,Entrelacs,62053,967,0,0,#DIV/0!
Mandeville,3607710956,mandeville,Mandeville,52095,2400,0,0,#DIV/0!
Saint-Gabriel-de-Brandon,3607710957,saintgabrieldebrandon,Saint-Gabriel-de-Brandon,52085,2721,0,0,#DIV/0!
Saint-Didace,3607710959,saintdidace,Saint-Didace,52090,725,0,0,#DIV/0!
Saint-Cuthbert,3607710961,saintcuthbert,Saint-Cuthbert,52062,1929,0,0,#DIV/0!
Saint-Ignace-de-Loyola,3607710962,saintignacedeloyola,Saint-Ignace-de-Loyola,52045,2159,0,0,#DIV/0!
La Visitation-de-l'Île-Dupas,3607710963,lavisitationdeliledupas,La Visitation-de-l'Île-Dupas,52050,678,0,0,#DIV/0!
Saint-Cléophas-de-Brandon,3607710964,saintcleophasdebrandon,Saint-Cléophas-de-Brandon,52075,249,0,0,#DIV/0!
Saint-Norbert,3607710965,saintnorbert,Saint-Norbert,52070,1051,0,0,#DIV/0!
Sainte-Geneviève-de-Berthier,3607710967,saintegenevievedeberthier,Sainte-Geneviève-de-Berthier,52040,2348,0,0,#DIV/0!
Saint-Barnabé,3607711424,saintbarnabe,Saint-Barnabé,51025,1191,0,0,#DIV/0!
Saint-Sévère,3607711426,saintsevere,Saint-Sévère,51030,318,0,0,#DIV/0!
Sainte-Angèle-de-Prémont,3607711431,sainteangeledepremont,Sainte-Angèle-de-Prémont,51055,617,0,0,#DIV/0!
Saint-Léon-le-Grand,3607711432,saintleonlegrand,Saint-Léon-le-Grand,7030,983,0,0,#DIV/0!
Sainte-Ursule,3607711433,sainteursule,Sainte-Ursule,51040,1357,0,0,#DIV/0!
Saint-Édouard-de-Maskinongé,3607711435,saintedouarddemaskinonge,Saint-Édouard-de-Maskinongé,51050,712,0,0,#DIV/0!
Saint-Justin,3607711436,saintjustin,Saint-Justin,51045,985,0,0,#DIV/0!
Saint-Narcisse,3607711545,saintnarcisse,Saint-Narcisse,37240,1841,0,0,#DIV/0!
Sainte-Geneviève-de-Batiscan,3607711546,saintegenevievedebatiscan,Sainte-Geneviève-de-Batiscan,37215,1011,0,0,#DIV/0!
Saint-Luc-de-Vincennes,3607711548,saintlucdevincennes,Saint-Luc-de-Vincennes,37225,540,0,0,#DIV/0!
Champlain,3607711549,champlain,Champlain,37220,1949,0,0,#DIV/0!
Saint-Maurice,3607711550,saintmaurice,Saint-Maurice,37230,3601,0,0,#DIV/0!
Saint-Tite,3607715906,sainttite,Saint-Tite,35027,3699,0,0,#DIV/0!
Sainte-Brigitte-de-Laval,3607716426,saintebrigittedelaval,Sainte-Brigitte-de-Laval,22045,8595,0,0,#DIV/0!
Lac-Delage,3607716428,lacdelage,Lac-Delage,22030,746,0,0,#DIV/0!
Lac-Saint-Joseph,3607716431,lacsaintjoseph,Lac-Saint-Joseph,22015,259,0,0,#DIV/0!
Fossambault-sur-le-Lac,3607716432,fossambaultsurlelac,Fossambault-sur-le-Lac,22010,2224,0,0,#DIV/0!
Lac-Édouard,3607716488,lacedouard,Lac-Édouard,90027,184,0,0,#DIV/0!
La Bostonnais,3607716489,labostonnais,La Bostonnais,90017,600,0,0,#DIV/0!
Saint-Louis-de-Gonzague-du-Cap-Tourmente,3607717048,saintlouisdegonzagueducaptourmente,Saint-Louis-de-Gonzague-du-Cap-Tourmente,21015,2,0,0,#DIV/0!
Saint-Ferréol-les-Neiges,3607717049,saintferreollesneiges,Saint-Ferréol-les-Neiges,21010,3652,0,0,#DIV/0!
L'Ange-Gardien,3607717053,langegardien,L'Ange-Gardien,21040,3875,0,0,#DIV/0!
Clermont,3607717113,clermont,Clermont,87110,505,0,0,#DIV/0!
Notre-Dame-des-Monts,3607717116,notredamedesmonts,Notre-Dame-des-Monts,15025,800,0,0,#DIV/0!
Saint-Urbain,3607717120,sainturbain,Saint-Urbain,16055,1370,0,0,#DIV/0!
Franquelin,3607719055,franquelin,Franquelin,96015,302,0,0,#DIV/0!
Pointe-Lebel,3607719057,pointelebel,Pointe-Lebel,96025,1862,0,0,#DIV/0!
Pointe-aux-Outardes,3607719058,pointeauxoutardes,Pointe-aux-Outardes,96030,1297,0,0,#DIV/0!
Chute-aux-Outardes,3607719059,chuteauxoutardes,Chute-aux-Outardes,96035,1405,0,0,#DIV/0!
