nom,id,nom,match,"﻿""mcode"""
Dolbeau-Mistassini,3608374202,dolbeaumistassini,Dolbeau-Mistassini,92022
Sainte-Jeanne-d'Arc,3608374210,saintejeannedarc,Sainte-Jeanne-d'Arc,92015
Péribonka,3608374227,peribonka,Péribonka,92010
Saint-Augustin,3608374228,saintaugustin,Saint-Augustin,98012
Alma,3608374471,alma,Alma,93042
Labrecque,3608374472,labrecque,Labrecque,93055
L'Ascension-de-Notre-Seigneur,3608374473,lascensiondenotreseigneur,L'Ascension-de-Notre-Seigneur,93065
Saint-Henri-de-Taillon,3608374474,sainthenridetaillon,Saint-Henri-de-Taillon,93070
Sainte-Monique,3608374475,saintemonique,Sainte-Monique,50057
Bégin,3608374506,begin,Bégin,94250
Saint-Nazaire,3608374507,saintnazaire,Saint-Nazaire,93045
Lamarche,3608374524,lamarche,Lamarche,93060
Saint-Gédéon,3608374534,saintgedeon,Saint-Gédéon,93035
Saint-David-de-Falardeau,3608374535,saintdaviddefalardeau,Saint-David-de-Falardeau,94245
Saint-Ambroise,3608374537,saintambroise,Saint-Ambroise,94255
Saint-Bruno,3608374596,saintbruno,Saint-Bruno,93030
Desbiens,3608374628,desbiens,Desbiens,93005
Métabetchouan–Lac-à-la-Croix,3608374629,metabetchouanlacalacroix,Métabetchouan--Lac-à-la-Croix,93012
Hébertville,3608374630,hebertville,Hébertville,93020
Hébertville-Station,3608374631,hebertvillestation,Hébertville-Station,93025
Lac-Moncouche,3608376233,lacmoncouche,Lac-Moncouche,93904
Lac-Achouakan,3608376234,lacachouakan,Lac-Achouakan,93906
Belle-Rivière,3608376235,belleriviere,Belle-Rivière,93908
Saint-Honoré,3608377413,sainthonore,Saint-Honoré,94240
Saint-Fulgence,3608377420,saintfulgence,Saint-Fulgence,94235
Saint-Charles-de-Bourget,3608378349,saintcharlesdebourget,Saint-Charles-de-Bourget,94260
Sainte-Rose-du-Nord,3608378421,sainterosedunord,Sainte-Rose-du-Nord,94230
Lac-Ministuk,3608378458,lacministuk,Lac-Ministuk,94928
Lalemant,3608378465,lalemant,Lalemant,94926
Mont-Apica,3608379449,montapica,Mont-Apica,93902
Notre-Dame-des-Anges,3608381589,notredamedesanges,Notre-Dame-des-Anges,23015
Grandes-Piles,3608393955,grandespiles,Grandes-Piles,35040
Saint-Roch-de-Mékinac,3608393956,saintrochdemekinac,Saint-Roch-de-Mékinac,35045
Saint-Séverin,3608393957,saintseverin,Saint-Séverin,27070
Hérouxville,3608393958,herouxville,Hérouxville,35035
Lac-aux-Sables,3608394056,lacauxsables,Lac-aux-Sables,35010
Saint-Adelphe,3608394057,saintadelphe,Saint-Adelphe,35015
Sainte-Thècle,3608394058,saintethecle,Sainte-Thècle,35050
Trois-Rives,3608394096,troisrives,Trois-Rives,35055
Lac-Masketsi,3608394097,lacmasketsi,Lac-Masketsi,35902
Lac-Boulé,3608394424,lacboule,Lac-Boulé,35908
Rivière-de-la-Savane,3608394425,rivieredelasavane,Rivière-de-la-Savane,35906
Lac-Normand,3608394426,lacnormand,Lac-Normand,35904
Lac-Pikauba,3608397614,lacpikauba,Lac-Pikauba,16902
Grosse-Île,3608402196,grosseile,Grosse-Île,1042
Les Îles-de-la-Madeleine,3608402197,lesilesdelamadeleine,Les Îles-de-la-Madeleine,1023
Rivière-Nouvelle,3608406163,rivierenouvelle,Rivière-Nouvelle,6902
Saint-Elzéar,3608408070,saintelzear,Saint-Elzéar,5050
Saint-Alphonse,3608408082,saintalphonse,Saint-Alphonse,5065
Collines-du-Basque,3608408254,collinesdubasque,Collines-du-Basque,3904
Lac-des-Aigles,3608420436,lacdesaigles,Lac-des-Aigles,13062
Lac-Vacher,3608449496,lacvacher,Lac-Vacher,97914
Lac-Juillet,3608449502,lacjuillet,Lac-Juillet,97912
Senneterre (paroisse),3608450479,senneterre,Senneterre,89045
Lebel-sur-Quévillon,3608477445,lebelsurquevillon,Lebel-sur-Quévillon,99005
Matagami,3608478658,matagami,Matagami,99015
Notre-Dame-de-Montauban,3608478961,notredamedemontauban,Notre-Dame-de-Montauban,35005
Saint-Lambert,3608479338,saintlambert,Saint-Lambert,58012
Saint-Joseph-de-Sorel,3608480876,saintjosephdesorel,Saint-Joseph-de-Sorel,53050
ᐊᑯᓕᕕᒃ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Akulivik (village),3608490188,akulivik,Akulivik,99125
ᐙᐱᒫᑯᔥᑐᐃ (ᐅᑌᓈᐤ) / Whapmagoostui (village),3608490438,whapmagoostui,Whapmagoostui,99070
ᐃᓄᒃᔪᐊᒃ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Inukjuak (terre),3608492856,inukjuak,Inukjuak,99879
ᐃᕗᔨᕕᒃ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Ivujivik (terre),3608492877,ivujivik,Ivujivik,99885
ᑲᖏᖅᓱᐊᓗᔾᔪᐊᖅ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Kangiqsualujjuaq (terre),3608495494,kangiqsualujjuaq,Kangiqsualujjuaq,99090
ᑲᖏᖅᓱᔪᐊᖅ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Kangiqsujuaq (village),3608495564,kangiqsujuaq,Kangiqsujuaq,99888
ᑲᖏᕐᓱᖅ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Kangirsuk (terre),3608495612,kangirsuk,Kangirsuk,99890
ᑰᔾᔪᐊᖅ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Kuujjuaq (terre),3608495694,kuujjuaq,Kuujjuaq,99095
Rivière-Bonaventure,3608513256,rivierebonaventure,Rivière-Bonaventure,5902
Baie-d'Hudson,3608514211,baiedhudson,Baie-d'Hudson,99904
ᓴᓪᓗᐃᑦ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Salluit (terre),3608516272,salluit,Salluit,99887
Chapais,3608744517,chapais,Chapais,99020
Rivière-Koksoak,3608792922,rivierekoksoak,Rivière-Koksoak,99902
West Carleton,3609245427,westcarleton,#N/A,#N/A
ᑲᖏᖅᓱᐊᓗᔾᔪᐊᖅ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Kangiqsualujjuaq (village),3609388091,kangiqsualujjuaq,Kangiqsualujjuaq,99090
ᑰᔾᔪᐊᖅ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Kuujjuaq (village),3609388295,kuujjuaq,Kuujjuaq,99095
ᑕᓯᐅᔭᖅ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Tasiujaq (terre),3609388430,tasiujaq,Tasiujaq,99100
ᑕᓯᐅᔭᖅ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Tasiujaq (village),3609388431,tasiujaq,Tasiujaq,99100
ᐊᐅᐸᓗᒃ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Aupaluk (terre),3609388600,aupaluk,Aupaluk,99105
ᐊᐅᐸᓗᒃ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Aupaluk (village),3609388601,aupaluk,Aupaluk,99105
ᑲᖏᕐᓱᖅ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Kangirsuk (village),3609388634,kangirsuk,Kangirsuk,99890
ᖁᐊᖅᑕᖅ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Quaqtaq (village),3609388684,quaqtaq,Quaqtaq,99115
ᖁᐊᖅᑕᖅ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Quaqtaq (terre),3609388808,quaqtaq,Quaqtaq,99115
ᑲᖏᖅᓱᔪᐊᖅ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Kangiqsujuaq (terre),3609388839,kangiqsujuaq,Kangiqsujuaq,99888
ᓴᓪᓗᐃᑦ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Salluit (village),3609389056,salluit,Salluit,99887
ᐃᕗᔨᕕᒃ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Ivujivik (village),3609389089,ivujivik,Ivujivik,99885
ᐊᑯᓕᕕᒃ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Akulivik (terre),3609390576,akulivik,Akulivik,99125
ᐳᕕᕐᓂᑐᖅ Puvirnituq,3609390593,puvirnituq,Puvirnituq,99120
ᐃᓄᒃᔪᐊᒃ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Inukjuak (village),3609390720,inukjuak,Inukjuak,99879
ᐙᐱᒫᑯᔥᑐᐃ (ᐊᔅᒌ) / Whapmagoostui (terre),3609391148,whapmagoostui,Whapmagoostui,99070
ᑰᔾᔪᐊᕌᐱᒃ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Kuujjuarapik (village),3609391149,kuujjuarapik,Kuujjuarapik,99075
ᑰᔾᔪᐊᕌᐱᒃ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Kuujjuarapik (terre),3609391150,kuujjuarapik,Kuujjuarapik,99075
ᐅᒥᐅᔭᖅ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Umiujaq (terre),3609391174,umiujaq,Umiujaq,99878
ᐅᒥᐅᔭᖅ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Umiujaq (village),3609391175,umiujaq,Umiujaq,99878
Akwesasne 15,3612295866,akwesasne,Akwesasne,69802
ᑲᐛᐛᒋᑲᒪᒡ (ᐅᑌᓈᐤ) / Kawawachikamach (village),3612873747,kawawachikamach,Kawawachikamach,99065
ᐐᒥᓂᒌ (ᐅᑌᓈᐤ) / Wemindji (village),3612893850,wemindji,Wemindji,99812
ᐐᒥᓂᒌ (ᐊᔅᒌ) / Wemindji (terre),3612893851,wemindji,Wemindji,99812
ᐄᔅᒣᐃᓐ (ᐅᑌᓈᐤ) / Eastmain (village),3612893894,eastmain,Eastmain,99810
ᐄᔅᒣᐃᓐ (ᐊᔅᒌ) / Eastmain (terre),3612893895,eastmain,Eastmain,99810
ᒋᓵᓰᐲ (ᐊᔅᒌ) / Chisasibi (terre),3613266133,chisasibi,Chisasibi,99814
Chisasibi (Village),3613266134,chisasibi,Chisasibi,99814
ᐙᔅᑳᐦᐄᑲᓂᔥ (ᐊᔅᒌ) / Waskaganish (terre),3613266168,waskaganish,Waskaganish,99806
ᐙᔅᑳᐦᐄᑲᓂᔥ (ᐅᑌᓈᐤ) / Waskaganish (village),3613266169,waskaganish,Waskaganish,99806
ᐐᒥᓂᒌ (ᐊᔅᒌ) / Waswanipi (terre),3613266175,waswanipi,Waswanipi,99010
ᐙᔂᓂᐲ (ᐅᑌᓈᐤ) / Waswanipi (village),3613266176,waswanipi,Waswanipi,99010
ᐆᒉᐳᑯᒨ (ᐊᔅᒌ) / Oujé-Bougoumou (terre),3613266179,oujebougoumou,Oujé-Bougoumou,99818
ᒥᔅᑎᓯᓃ (ᐅᑌᓈᐤ) / Mistissini (village),3613266598,mistissini,Mistissini,99030
ᒥᔅᑎᓯᓃ (ᐊᔅᒌ) / Mistissini (terre),3613267724,mistissini,Mistissini,99030
ᓀᒥᔅᑳᐤ (ᐅᑌᓈᐤ) / Nemaska (village),3613267976,nemaska,Nemaska,99040
ᓀᒥᔅᑳᐤ (ᐊᔅᒌ) / Nemaska (terre),3613267977,nemaska,Nemaska,99040
La Morandière-Rochebaucourt,3616785732,lamorandiererochebaucourt,La Morandière-Rochebaucourt,88012
Courcelles–Saint-Évariste,3616866124,courcellessaintevariste,Courcelles--Saint-Évariste,29027
Sainte-Élisabeth-de-Proulx,3618529087,sainteelisabethdeproulx,Sainte-Élisabeth-de-Proulx,92903
Amos,3618741228,amos,Amos,88057
