population,COD_GEO_N
62,94928
0,93904
0,83908
5,84902
11,35904
0,79914
0,16902
8,83902
0,62916
0,97914
0,79906
121,97904
0,94926
91,85905
15,85907
10,34904
175,04902
0,02902
0,93902
79,11020
3425,17070
25452,63048
737,54120
711,11050
3689,37230
896,48050
368,19015
770,19045
1141,33065
3251,57033
1893,31045
387,14030
580,09070
390,27050
1577,53050
7276,72025
1354,54110
543,27055
401,31035
652,18005
555,13040
957,51045
23270,58012
194,87120
6955,26070
1773,20020
22761,71105
1345,19050
378,08065
2621,50042
1181,34115
1037,19020
973,07030
889,51035
3056,54072
2199,63065
25908,63048
727,54120
1095,39170
382,28035
2380,70035
2,21015
1358,13080
470,28060
553,37225
1923,49030
1071,30072
642,93080
732,28075
1382,49095
1726,19025
532,44003
895,88040
2875,34065
375,13020
440,17020
507,54125
414,10025
2244,57050
2645,29045
4613,55065
2443,67005
3074,57045
715,11050
818,88050
1554,51070
3720,37230
1046,04010
221,11025
3821,68050
1902,19110
2760,62085
1031,13065
1201,12020
551,07095
1832,37240
1207,33030
1146,10015
2106,93045
870,48050
336,19015
748,19045
385,07100
1112,52070
1305,39043
500,09055
1436,27035
295,17005
530,14080
1744,53032
1572,14070
2337,17010
3520,14018
1092,33025
2308,68025
6956,61005
2968,55015
325,12035
2194,56035
821,18030
1590,51060
702,19005
361,29065
8290,67010
829,14060
5965,54008
2416,19082
1253,62080
298,61020
588,32050
895,31135
141,13075
832,18055
1756,20025
1187,38065
1776,72043
2509,71020
1227,50023
1654,28005
1342,62080
366,07035
725,50090
10245,71025
44561,70052
1771,07085
259,97040
477,41080
2807,26048
2789,89040
1192,89045
1016,66127
24591,97007
6903,22020
51149,36033
1707,84010
130,84095
7587,47035
181360,43027
332,05010
35849,53052
862,46045
288,46030
2909,45008
1137,45025
661,44050
3310,42005
9947,22035
539,30105
1068,30110
1214,45105
4699,46058
804,95005
893,87042
2349,85005
5127,13073
1929,71075
123182,64008
26684,31084
542,84045
3342,80050
1530,39025
569,17035
1261,88075
1080,71125
941,07080
33032,89008
2142,56005
5579,62047
895,39030
7327,99025
356,84090
358,84090
1413,96035
1404,96035
1095,79065
1104,79065
1213,56010
1457,84015
3130,15035
477,87110
368,87075
1658,42110
625,03010
9068,44037
615,95050
3326,44071
10545,59035
5463,41038
7729,71040
767,98015
38369,66058
1342,29027
16906,46080
4194,61013
3925,40047
3939,40047
2418,39152
2925,13005
2055,83070
8541,67025
581,83005
1034,93005
918,38070
2270,34058
18440,72010
2389,31015
1175,31020
827,44023
13746,92022
50699,66142
7850,34025
20765,66087
954,33040
932,33040
84866,49058
1807,41117
561,80135
941,85030
373,69075
3640,46050
732,87005
961,87085
1051,49015
4074,41060
2349,31122
701,46085
315,44010
1550,27060
3139,11040
460,35055
144472,37067
470,42078
2169,48038
1039,33070
925,07080
2266,42055
1062,42060
5733,78010
941,80140
735,78100
14037,82015
7285,40043
32978,89008
1723,42095
1982,26015
3210,78005
182,87105
21433,59020
45442,71083
1363,71090
2195,56005
5776,59025
48790,39062
2409,85025
530,32085
400,84070
390,47030
4825,39077
5333,47025
2408,44080
2800,41098
643,76035
1129,41065
20093,66032
2781,49040
5380,42088
1448,40017
2759,51020
1747,53072
639,99125
230,99105
1864,99085
416,99140
1010,99090
842,99130
577,99110
2718,99095
731,99075
473,99115
0,14904
0,06904
708,06802
20,94930
208,92902
0,14904
0,98912
5,14902
270,89910
93,96902
66,05902
16,08902
5,35906
0,99902
27,92904
15,97906
0,97902
0,99924
27075,REM05
45677,REM09
76017,REM12
83571,REM14
110365,REM15
93250,REM16
90975,REM17
117823,REM19
93088,REM20
113295,REM21
149629,REM22
144232,REM23
151016,REM24
154204,REM25
50172,REM27
74635,REM31
20022,REM32
114702,REM33
185463,REM34
111820,REQ01
82148,REQ02
117904,REQ03
85605,REQ04
85400,REQ05
91605,REQ06
61041,REA01
48955,REA02
46229,REA03
149290,REL01
17463,REL03
94763,REL06
68652,RES01
61505,RES02
18729,RES03
50274,REB01
48878,REB02
6094,REB03
76114,REB04
257,REC01
537,REG01
2469,REG02
0,99883
2484,69802
0,99891
0,12804
0,99055
5172,99814
0,90801
0,78802
0,99045
942,99810
309,95802
671,06802
0,99879
0,99885
10587,67802
0,99894
0,99888
0,99890
0,12802
647,97806
0,99065
351,85802
1252,83802
0,99893
0,99877
1043,98804
22,97810
331,83804
1340,89804
1574,06804
1666,97804
2068,62802
2063,91802
686,97808
564,98808
10,99030
3888,99804
0,99040
851,99808
922,98806
2038,90804
487,50802
2665,45093
1212,99060
536,83075
383,69050
396,69050
1081,62053
617,06025
324,10005
293,77011
11267,46112
471,80005
471,80005
723,94220
2817,79097
2154,97035
2829,95045
1307,84060
697,38047
2463,22010
1356,26005
1707,69010
1717,69010
286,96015
1227,46010
1858,30025
328,85055
499,87020
15137,03005
15627,03005
298126,81017
302616,81017
1068,92055
278,96010
1536,69060
2686,76025
2516,83032
71572,47017
3324,02015
3307,02015
603,35040
1070,03020
215,09060
1194,83095
483,50065
1856,76055
3041,76052
342,98014
469,01042
403,08015
389,08015
326,85095
954,39010
204,41075
7578,66062
230,40005
954,76065
835,45043
2447,45055
742,69005
3371,98040
2536,93020
1282,93025
920,68010
2180,68015
1620,56042
1533,35035
2314,69045
877,19070
609,05025
334,05020
878,69025
865,78065
5543,71100
2877,69055
951,32058
972,32058
898,31040
912,31040
387,78042
22333,61025
609,14050
1093,83015
838,79025
143,42070
2048,39097
419,85010
601,90017
830,88030
817,19090
1114,79047
180,04030
1471,78130
342,88012
828,41027
4206,14085
2715,54035
388,09005
301,87080
7177,87090
2486,96802
556,88802
0,99889
0,99887
0,99892
546,85806
1598,97802
0,99878
0,99035
2648,99806
0,99010
1804,99802
0,99050
1604,99812
1211,90802
2201,23802
0,99070
1042,99816
280,38802
1337,29027
417,31105
19552,66102
1688,78115
9497,32043
1383,91050
1940,29030
8524,15013
1507,78130
353,88012
510,88045
9273,82035
27117,67015
2684,54035
392,09005
301,87080
235,10010
707,52050
2878,78120
1376,93055
1477,07057
8473,22040
1185,91005
6302,46075
796,22030
3029,79078
543,80130
187,77055
1107,30080
4073,28053
15292,76020
176,29095
726,83020
563,79105
1152,80095
79,78127
515,93060
1717,30095
17862,23057
3999,21040
5602,52017
990,78015
970,79050
160,06060
324,85060
1390,32072
450629,65005
15911,52007
982,85052
2185,99005
925,49020
284,38020
2685,67055
6108,71033
1769,95025
476,09015
12521,01023
159049,25213
196,98020
11900,71060
1407,84082
3919,17078
499,84040
1035,80060
414,98045
267524,58227
1288,85037
7632,51015
1699,32065
449,39165
3489,89015
2437,52095
3743,83065
2328,84065
479,42065
282,04025
461,44060
2439,51008
1396,99015
579,06045
6151,57025
15690,67045
1638,83060
4248,93012
331,30040
67580,74005
4036,78047
1165,14005
982,80010
14641,79088
1217,80090
4918,66007
22396,66072
19444,57035
209,04015
4953,77050
618,03025
1417,30045
265,98025
4618,34007
1366,05040
3856,05070
8775,50072
3063,92040
704,45050
302,80015
1126,62055
881,80087
157,92060
3280,61045
844,79010
1165,30010
1175,11045
9580,61030
704,46100
952,49080
6585,37235
1336,12080
394,18040
11243,90012
296,50085
1374,93055
1422,35010
1205,91005
6252,46075
792,22030
574,13062
3099,79078
522,80130
210,77055
495,79015
220,90027
172,18010
5955,30030
2802,56023
571,79060
280,22015
616,34120
2045,78095
566,85070
1732,30095
931,88035
6919,82005
1321,94210
1705,94265
2240,93065
24867,60028
213,88080
2759,33060
458981,65005
1422,49025
614,42045
516,33123
241,13050
9156,60037
625,95018
7182,71050
1610,16048
485,09015
972,08005
120,71095
9,66092
689,84035
11678,71060
477,41085
1101,16023
1417,12043
503,80055
414,98045
902,95032
261516,58227
9738,73025
864,33115
1060,83010
2685,87058
29915,45072
2455,52095
854,38028
2755,06005
11949,55048
810,30035
56045,64015
567,53010
14436,08053
720,80065
1148,42075
1648,83060
583,09048
1838,76030
211,85075
653,78055
663,83088
6481,09077
11203,18050
1948747,66023
4808,66007
5372,66047
3200,56097
597,79110
12026,78102
527,80085
638,80110
4169,68030
365,85100
1344,05040
711,41037
2245,79030
791,87115
802,19010
404,39015
706,80020
11781,71065
836,32080
3232,61045
827,35005
245,23015
820,15025
1958,29120
72,12045
1867,49075
1893,79005
1088,85090
394,18040
894,33085
1498,56015
6216,72032
4226,69037
9273,57030
248,09040
2340,80037
3124,05032
544,92010
157,03015
3611,77030
494,46025
396,30020
9613,32043
1283,06030
1811,06020
814,45020
6059,72032
5509,45115
986,84055
595,13015
1661,34035
1661,34035
1860,34035
1860,34035
1733,34035
1733,34035
1932,34035
1932,34035
1932,34035
1684,34035
1684,34035
1774,34035
2655,34038
2599,34038
2640,34038
2620,34038
2582,34038
2663,34038
2731,34038
2596,34038
2559,34038
2590,34038
2557,34038
2569,34038
2550,34038
2590,34038
2624,34038
2645,34038
2624,34038
2635,34038
2654,34038
860,34040
890,34040
846,34040
846,34040
846,34040
940,34040
940,34040
823,34040
823,34040
919,34040
919,34040
919,34040
840,34040
840,34040
887,34040
1910,34045
1880,34045
1782,34045
1782,34045
1782,34045
1890,34045
1890,34045
1676,34045
1676,34045
1866,34045
1866,34045
1866,34045
1727,34045
1727,34045
1680,34045
1689,34045
1675,34045
3188,34048
3181,34048
3213,34048
3141,34048
3166,34048
3149,34048
3077,34048
3099,34048
3067,34048
3075,34048
3144,34048
3189,34048
3222,34048
3146,34048
3139,34048
3200,34048
3308,34048
1000,3405A
1000,3405A
879,3405A
879,3405A
420,3405B
440,3405B
358,3405B
358,3405B
1410,34050
1430,34050
1336,34050
1336,34050
1336,34050
1480,34050
1480,34050
1393,34050
1393,34050
1554,34050
1554,34050
1554,34050
1470,34050
1470,34050
1436,34050
1429,34050
1416,34050
1237,34055
1280,34055
1280,34055
1213,34055
1213,34055
1353,34055
1353,34055
1353,34055
1240,34055
1240,34055
1264,34055
1260,34055
1227,34055
1997,34058
2066,34058
2080,34058
2058,34058
2036,34058
394,39090
400,39090
400,39090
423,39090
423,39090
446,39090
446,39090
446,39090
431,39090
431,39090
466,39090
478,39090
478,39090
436,39090
401,39090
397,39090
401,39090
405,39090
409,39090
368,39090
372,39090
373,39090
382,39090
374,39090
373,39090
370,39090
364,39090
363,39090
365,39090
394,39090
880,39095
1030,39095
1083,39095
1083,39095
1083,39095
1180,39095
1180,39095
1182,39095
1182,39095
1239,39095
2599,31015
2570,31015
2555,31015
2531,31015
2463,31015
2484,31015
2409,31015
2360,31015
2385,31015
2340,31015
2352,31015
2352,31015
1110,31020
1120,31020
1044,31020
1044,31020
1044,31020
1050,31020
1050,31020
1016,31020
1016,31020
1038,31020
1038,31020
1038,31020
1069,31020
1069,31020
1070,31020
1062,31020
1047,31020
1044,31020
1018,31020
1020,31020
1022,31020
1019,31020
1080,31020
1073,31020
1053,31020
1043,31020
1067,31020
1142,31020
1125,31020
1101,31020
1113,31020
1092,31020
1098,31020
1135,31020
180,31025
190,31025
171,31025
171,31025
171,31025
180,31025
180,31025
198,31025
198,31025
205,31025
205,31025
205,31025
179,31025
179,31025
189,31025
187,31025
182,31025
177,31025
183,31025
182,31025
182,31025
178,31025
188,31025
187,31025
171,31025
172,31025
165,31025
191,31025
209,31025
204,31025
209,31025
207,31025
203,31025
201,31025
330,31030
330,31030
290,31030
290,31030
290,31030
270,31030
270,31030
271,31030
271,31030
276,31030
276,31030
276,31030
275,31030
275,31030
309,31030
305,31030
303,31030
301,31030
319,31030
324,31030
323,31030
314,31030
296,31030
296,31030
270,31030
272,31030
263,31030
277,31030
270,31030
256,31030
258,31030
254,31030
256,31030
264,31030
370,31035
380,31035
407,31035
407,31035
407,31035
450,31035
450,31035
418,31035
418,31035
430,31035
430,31035
430,31035
420,31035
420,31035
419,31035
411,31035
426,31035
428,31035
404,31035
409,31035
407,31035
406,31035
408,31035
407,31035
416,31035
408,31035
410,31035
408,31035
401,31035
396,31035
400,31035
400,31035
394,31035
394,31035
1100,31040
1150,31040
1059,31040
1059,31040
1059,31040
1100,31040
1100,31040
1035,31040
1035,31040
1059,31040
1059,31040
1059,31040
1011,31040
1011,31040
941,31040
929,31040
950,31040
895,35005
298,32025
4110,32030
4130,32030
3905,32030
3905,32030
3905,32030
4130,32030
4130,32030
3914,32030
3914,32030
4028,32030
4028,32030
4028,32030
3997,32030
3997,32030
4408,32030
6287,32033
6261,32033
5831,32033
5762,32033
5753,32033
5747,32033
5730,32033
5692,32033
5665,32033
5757,32033
5761,32033
5708,32033
5722,32033
5892,32033
5893,32033
5902,32033
5964,32033
6065,32033
6201,32033
1830,32035
1870,32035
1706,32035
1706,32035
1706,32035
1630,32035
1630,32035
1717,32035
1717,32035
1765,32035
1765,32035
1765,32035
1753,32035
1753,32035
1941,32035
7400,32040
7400,32040
7042,32040
7042,32040
7042,32040
7300,32040
7300,32040
6952,32040
6952,32040
7151,32040
7151,32040
7151,32040
6810,32040
5109,37050
5109,37050
5500,37050
5500,37050
5798,37050
5798,37050
6028,37050
6028,37050
6028,37050
6150,37050
6150,37050
6528,37050
6428,37050
34400,37055
34500,37055
32800,37055
32800,37055
32800,37055
34500,37055
34500,37055
33716,37055
33716,37055
35070,37055
35070,37055
35070,37055
33438,37055
33438,37055
33734,37055
32927,37055
5500,37060
5600,37060
5579,37060
5579,37060
5579,37060
6100,37060
6100,37060
6747,37060
6747,37060
7016,37060
7016,37060
7016,37060
7327,37060
7327,37060
7704,37060
7798,37060
50000,37065
49900,37065
50122,37065
50122,37065
50122,37065
51800,37065
51800,37065
49426,37065
49426,37065
51412,37065
51412,37065
51412,37065
48419,37065
48419,37065
48475,37065
48285,37065
126438,37067
125983,37067
124537,37067
125086,37067
125711,37067
126603,37067
128941,37067
128082,37067
129886,37067
130373,37067
130901,37067
132968,37067
134012,37067
134802,37067
135054,37067
136018,37067
137026,37067
136847,37067
14700,37070
15100,37070
15538,37070
15538,37070
15538,37070
17700,37070
17700,37070
20076,37070
20076,37070
20887,37070
20887,37070
20887,37070
22886,37070
22886,37070
24006,37070
3260,42105
3260,42105
3260,42105
3310,42105
3310,42105
3123,42105
3123,42105
3219,42105
3219,42105
3219,42105
3053,42105
3053,42105
1780,42110
1790,42110
3256,29057
1711,42110
1711,42110
1711,42110
1840,42110
1840,42110
1609,42110
1609,42110
1659,42110
1659,42110
1659,42110
1581,42110
1581,42110
1595,42110
1592,42110
1555,42110
1615,42110
1543,42110
1572,42110
1604,42110
1633,42110
1609,42110
1592,42110
1595,42110
1582,42110
1566,42110
1630,42110
1636,42110
1611,42110
1590,42110
1565,42110
1588,42110
1568,42110
1410,43005
1410,43005
1350,43005
1350,43005
1350,43005
1380,43005
1380,43005
1337,43005
1337,43005
1387,43005
1387,43005
1387,43005
1826,43005
1826,43005
1813,43005
1794,43005
4020,43010
4050,43010
3898,43010
3898,43010
3898,43010
4050,43010
4050,43010
4046,43010
4046,43010
4209,43010
4209,43010
4209,43010
4795,43010
4795,43010
4856,43010
4961,43010
9200,43015
9500,43015
8854,43015
8854,43015
8854,43015
9500,43015
9500,43015
9085,43015
1721,29030
1760,29030
1760,29030
1760,29030
1772,29030
1772,29030
1781,29030
1724,29030
1705,29030
1714,29030
1710,29030
1737,29030
1748,29030
1754,29030
1800,29030
1740,29030
1719,29030
1725,29030
1702,29030
1808,29030
1806,29030
1814,29030
1824,29030
1820,29030
1837,29030
1789,29030
1000,29035
990,29035
1027,29035
1027,29035
1027,29035
1070,29035
1070,29035
988,29035
988,29035
1013,29035
1013,29035
1013,29035
1009,29035
1009,29035
984,29035
1683,29038
1674,29038
1679,29038
1663,29038
1644,29038
1639,29038
1625,29038
1696,29038
1648,29038
1640,29038
1637,29038
1620,29038
1613,29038
1624,29038
1603,29038
1601,29038
1595,29038
1609,29038
1542,29038
840,29040
840,29040
830,29040
830,29040
830,29040
810,29040
810,29040
750,29040
750,29040
768,29040
768,29040
768,29040
691,29040
691,29040
671,29040
1239,39095
1239,39095
1868,39097
1868,39097
1955,39097
2054,39097
2088,39097
2059,39097
2030,39097
1970,39097
2006,39097
2056,39097
2144,39097
2110,39097
2077,39097
2058,39097
2040,39097
2020,39097
2040,39097
2038,39097
2012,39097
1994,39097
1999,39097
1928,39097
520,39100
540,39100
524,39100
524,39100
524,39100
570,39100
570,39100
507,39100
507,39100
530,39100
530,39100
530,39100
400,39105
400,39105
421,39105
421,39105
421,39105
445,39105
445,39105
414,39105
414,39105
436,39105
436,39105
436,39105
399,39105
399,39105
432,39105
427,39105
425,39105
422,39105
433,39105
436,39105
438,39105
433,39105
409,39105
408,39105
414,39105
409,39105
409,39105
380,39105
392,39105
387,39105
387,39105
391,39105
399,39105
365,39105
370,39110
370,39110
400,39110
400,39110
400,39110
460,39110
460,39110
374,39110
374,39110
388,39110
388,39110
388,39110
720,39115
730,39115
785,39115
785,39115
785,39115
820,39115
820,39115
823,39115
823,39115
866,39115
866,39115
866,39115
1486,39117
1486,39117
1452,39117
1487,39117
1444,39117
1523,39117
1592,39117
1584,39117
1593,39117
1570,39117
1561,39117
1544,39117
1568,39117
1596,39117
1618,39117
1591,39117
1601,39117
1589,39117
1610,39117
1630,39117
1640,39117
1610,39117
270,39125
240,39125
233,39125
233,39125
233,39125
240,39125
240,39125
222,39125
222,39125
236,39125
236,39125
236,39125
720,39130
730,39130
699,39130
699,39130
699,39130
740,39130
740,39130
709,39130
709,39130
1730,45060
1390,45060
1390,45060
1390,45060
1460,45060
1460,45060
1753,45060
1753,45060
1829,45060
1808,45060
1808,45060
1838,45060
1838,45060
2162,45060
2177,45060
2179,45060
2048,45060
2016,45060
2064,45060
2116,45060
2165,45060
2363,45060
2388,45060
2489,45060
2508,45060
2523,45060
946,35005
946,35005
946,35005
909,35005
909,35005
889,35005
906,35005
876,35005
894,35005
817,35005
794,35005
776,35005
784,35005
854,35005
860,35005
867,35005
845,35005
817,35005
761,35005
757,35005
805,35005
780,35005
765,35005
764,35005
746,35005
1540,35010
1580,35010
1411,35010
1411,35010
1411,35010
1510,35010
1510,35010
1428,35010
1428,35010
1512,35010
1512,35010
1512,35010
1441,35010
1441,35010
1477,35010
1483,35010
1432,35010
1378,35010
1354,35010
1344,35010
1389,35010
1389,35010
1334,35010
1310,35010
1303,35010
1329,35010
1318,35010
1364,35010
1368,35010
1319,35010
1300,35010
1300,35010
1292,35010
1289,35010
1070,35015
920,35015
1098,35015
1098,35015
1098,35015
1140,35015
1140,35015
1047,35015
1047,35015
1105,35015
1105,35015
1105,35015
1014,35015
1014,35015
997,35015
1011,35015
1007,35015
999,35015
973,35015
961,35015
971,35015
971,35015
1034,35015
982,35015
1006,35015
982,35015
983,35015
954,35015
958,35015
917,35015
909,35015
908,35015
914,35015
951,35015
1070,35020
1070,35020
1028,35020
1028,35020
1028,35020
1120,35020
1120,35020
967,35020
967,35020
1026,35020
1026,35020
1026,35020
976,35020
976,35020
929,35020
932,35020
917,35020
936,35020
939,35020
911,35020
911,35020
908,35020
876,35020
872,35020
850,35020
830,35020
829,35020
858,35020
873,35020
856,35020
830,35020
842,35020
855,35020
863,35020
3020,35025
2990,35025
2831,35025
2831,35025
2831,35025
2860,35025
2860,35025
2654,35025
2654,35025
2802,35025
2802,35025
2802,35025
2555,35025
4000,35027
4040,35027
4000,35027
3959,35027
3964,35027
3902,35027
3839,35027
3852,35027
3862,35027
3872,35027
3818,35027
3749,35027
3725,35027
3646,35027
3929,35027
3961,35027
3833,35027
3750,35027
3762,35027
3807,35027
3733,35027
1440,35030
1470,35030
1428,35030
1428,35030
1428,35030
1520,35030
24170,37070
5900,37075
6000,37075
5527,37075
5527,37075
5527,37075
5700,37075
5700,37075
5720,37075
5720,37075
5950,37075
5950,37075
5950,37075
6197,37075
6197,37075
6819,37075
6846,37075
3140,37080
3210,37080
3303,37080
3303,37080
3303,37080
3620,37080
3620,37080
3575,37080
3575,37080
3719,37080
3719,37080
3719,37080
3823,37080
3823,37080
3864,37080
3784,37080
2156,37205
2155,37205
2182,37205
2170,37205
2145,37205
2160,37205
2039,37205
2005,37205
1958,37205
1975,37205
1971,37205
2113,37205
2126,37205
2068,37205
2061,37205
2054,37205
2077,37205
2033,37205
889,37210
899,37210
913,37210
954,37210
937,37210
964,37210
977,37210
961,37210
964,37210
941,37210
941,37210
945,37210
953,37210
965,37210
929,37210
918,37210
905,37210
922,37210
1053,37215
1079,37215
1115,37215
1136,37215
1125,37215
1110,37215
1038,37215
1012,37215
1040,37215
1047,37215
1046,37215
1059,37215
1063,37215
1029,37215
491,42040
505,42040
505,42040
505,42040
503,42040
503,42040
544,42040
516,42040
498,42040
510,42040
562,42040
548,42040
535,42040
543,42040
560,42040
516,42040
560,42040
560,42040
549,42040
598,42040
614,42040
597,42040
610,42040
619,42040
632,42040
649,42040
590,42045
617,42045
486,42045
586,42045
586,42045
650,42045
650,42045
612,42045
612,42045
628,42045
628,42045
628,42045
666,42045
666,42045
755,42045
744,42045
713,42045
660,42045
642,42045
637,42045
643,42045
667,42045
664,42045
659,42045
654,42045
683,42045
678,42045
662,42045
655,42045
654,42045
651,42045
630,42045
642,42045
640,42045
670,42050
680,42050
594,42050
594,42050
594,42050
620,42050
620,42050
571,42050
571,42050
587,42050
587,42050
587,42050
644,42050
644,42050
626,42050
636,42050
640,42050
642,42050
650,42050
693,42050
732,42050
742,42050
668,42050
672,42050
2560,29045
2560,29045
2445,29045
2445,29045
2445,29045
2550,29045
2550,29045
2443,29045
2443,29045
2502,29045
2502,29045
2502,29045
2546,29045
2546,29045
2708,29045
2682,29045
2605,29045
2574,29045
2618,29045
2608,29045
2604,29045
2565,29045
2612,29045
2596,29045
2555,29045
2535,29045
2522,29045
2482,29045
2486,29045
2454,29045
2455,29045
2474,29045
2529,29045
2526,29045
570,29050
580,29050
529,29050
529,29050
529,29050
530,29050
530,29050
522,29050
522,29050
532,29050
532,29050
532,29050
573,29050
573,29050
580,29050
589,29050
586,29050
593,29050
591,29050
611,29050
601,29050
609,29050
618,29050
603,29050
641,29050
662,29050
673,29050
685,29050
718,29050
733,29050
751,29050
775,29050
771,29050
783,29050
1160,29055
1130,29055
1393,29055
1393,29055
1393,29055
1520,29055
1520,29055
1143,29055
1143,29055
3178,29057
3178,29057
3178,29057
3241,29057
3241,29057
3211,29057
3249,29057
3207,29057
3249,29057
3303,29057
3278,29057
3264,29057
3284,29057
3331,29057
3282,29057
3288,29057
3288,29057
3253,29057
3314,29057
3322,29057
3287,29057
3322,29057
3308,29057
3267,29057
1860,29060
1870,29060
3169,33045
3300,33045
3420,33045
3782,33045
4001,33045
4137,33045
4156,33045
4170,33045
4320,33045
4421,33045
770,33050
780,33050
729,33050
729,33050
729,33050
720,33050
720,33050
728,33050
728,33050
760,33050
760,33050
760,33050
796,33050
796,33050
1437,33052
1479,33052
1509,33052
1515,33052
1512,33052
1527,33052
1539,33052
1597,33052
1613,33052
1594,33052
1603,33052
1629,33052
1661,33052
1614,33052
1609,33052
1623,33052
1616,33052
1641,33052
1684,33052
1625,33052
740,33055
740,33055
695,33055
695,33055
695,33055
680,33055
680,33055
671,33055
671,33055
698,33055
698,33055
698,33055
657,33055
657,33055
1790,33060
1860,33060
1912,33060
1912,33060
1912,33060
2470,45060
2512,45060
2523,45060
2501,45060
2540,45060
2614,45060
2565,45060
1470,45065
1490,45065
1577,45065
1577,45065
1577,45065
1900,45065
1900,45065
1851,45065
1851,45065
1934,45065
1934,45065
1934,45065
2068,45065
2068,45065
2505,45065
2584,45065
2596,45065
14000,45070
14200,45070
13530,45070
13530,45070
13530,45070
14200,45070
14200,45070
14034,45070
14034,45070
14669,45070
14669,45070
14669,45070
14050,45070
14050,45070
14612,45070
14672,45070
14987,45070
23488,45072
23085,45072
23105,45072
23386,45072
23540,45072
24322,45072
24359,45072
25126,45072
25433,45072
25767,45072
25670,45072
26805,45072
26560,45072
26522,45072
26614,45072
27048,45072
27205,45072
3490,45075
3720,45075
3631,45075
3631,45075
3631,45075
4170,45075
4170,45075
4541,45075
4541,45075
4745,45075
4745,45075
4745,45075
5216,45075
5216,45075
5776,45075
5866,45075
5822,45075
67,45080
67,45080
66,45080
66,45080
66,45080
65,45080
65,45080
57,45080
57,45080
57,45080
57,45080
57,45080
53,45080
53,45080
53,45080
50,45080
51,45080
51,45080
46,45080
45,45080
43,45080
44,45080
51,45080
50,45080
48,45080
45,45080
44,45080
48,45080
48,45080
50,45080
43,45080
44,45080
45,45080
30,45080
950,45085
940,45085
895,45085
881,39145
895,45085
895,45085
840,45085
840,45085
864,45085
864,45085
904,45085
904,45085
904,45085
1083,45085
1083,45085
1202,45085
1199,45085
1231,45085
1248,45085
1231,45085
1300,45085
1326,45085
1323,45085
1414,45085
1433,45085
1593,45085
1641,45085
1650,45085
1924,45085
1507,45085
1513,45085
1532,45085
1538,45085
1531,45085
1525,45085
660,45090
670,45090
630,45090
630,45090
630,45090
630,45090
630,45090
710,45090
710,45090
726,30035
700,30035
664,30035
671,30035
678,30035
677,30035
684,30035
697,30035
703,30035
719,30035
718,30035
719,30035
1520,35030
1448,35030
1448,35030
1528,35030
1528,35030
1528,35030
1445,35030
1130,35035
1140,35035
1138,35035
1138,35035
674,41012
654,41012
661,41012
683,41012
660,41015
650,41015
672,41015
672,41015
672,41015
700,41015
700,41015
599,41015
599,41015
633,41015
633,41015
633,41015
340,41020
340,41020
327,41020
327,41020
327,41020
340,41020
340,41020
303,41020
303,41020
322,41020
322,41020
322,41020
328,41020
328,41020
334,41020
380,41020
367,41020
364,41020
382,41020
373,41020
349,41020
363,41020
391,41020
388,41020
374,41020
367,41020
354,41020
303,41020
304,41020
286,41020
279,41020
274,41020
286,41020
279,41020
380,41025
370,41025
357,41025
357,41025
357,41025
340,41025
340,41025
332,41025
332,41025
354,41025
354,41025
354,41025
816,41027
816,41027
856,41027
833,41027
810,41027
823,41027
788,41027
781,41027
804,41027
803,41027
810,41027
781,41027
800,41027
792,41027
782,41027
743,41027
730,41027
720,41027
729,41027
725,41027
745,41027
805,41027
460,41030
470,41030
468,41030
468,41030
468,41030
520,41030
520,41030
499,41030
499,41030
523,41030
523,41030
523,41030
840,41035
850,41035
805,41035
805,41035
805,41035
850,41035
850,41035
743,41035
743,41035
786,41035
786,41035
786,41035
729,41035
729,41035
706,41035
719,41035
705,41035
739,41037
735,41037
826,41037
849,41037
869,41037
810,41037
803,41037
739,41037
744,41037
740,41037
746,41037
741,41037
750,41037
777,41037
5955,41038
6007,41038
5968,41038
5147,41038
5072,41038
5114,41038
5253,41038
5502,41038
5354,41038
5230,41038
5303,41038
5335,41038
5250,41038
5274,41038
5266,41038
5286,41038
5420,41038
980,41040
990,41040
897,41040
897,41040
897,41040
870,41040
870,41040
900,41040
900,41040
640,42050
656,42050
641,42050
614,42050
623,42050
614,42050
611,42050
598,42050
609,42050
613,42050
2670,42055
2660,42055
2501,42055
2501,42055
2501,42055
2550,42055
2550,42055
2284,42055
2284,42055
2349,42055
2349,42055
2349,42055
2442,42055
2442,42055
2491,42055
2411,42055
2382,42055
2444,42055
2446,42055
2432,42055
2413,42055
2424,42055
2400,42055
2372,42055
2337,42055
2328,42055
2341,42055
2376,42055
2271,42055
2309,42055
2266,42055
2228,42055
2263,42055
2166,42055
1210,42060
1210,42060
1199,42060
1199,42060
1199,42060
1240,42060
1240,42060
1118,42060
1118,42060
1154,42060
1154,42060
1154,42060
1030,42060
1030,42060
988,42060
972,42060
970,42060
974,42060
990,42060
983,42060
976,42060
981,42060
1049,42060
1038,42060
1026,42060
1018,42060
1038,42060
1051,42060
1012,42060
1067,42060
1036,42060
1018,42060
1035,42060
1045,42060
560,42065
560,42065
452,42065
452,42065
452,42065
430,42065
430,42065
433,42065
433,42065
448,42065
448,42065
448,42065
458,42065
458,42065
473,42065
506,42065
512,42065
3772,28020
3912,28020
3863,28020
3863,28020
