nom,id,nom
ᑲᖏᖅᓱᐊᓗᔾᔪᐊᖅ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Kangiqsualujjuaq (terre),3608495494,kangiqsualujjuaq
ᑲᖏᖅᓱᔪᐊᖅ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Kangiqsujuaq (village),3608495564,kangiqsujuaq
ᑲᖏᕐᓱᖅ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Kangirsuk (terre),3608495612,kangirsuk
ᑰᔾᔪᐊᖅ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Kuujjuaq (terre),3608495694,kuujjuaq
Rivière-Bonaventure,3608513256,rivierebonaventure
Baie-d'Hudson,3608514211,baiedhudson
ᓴᓪᓗᐃᑦ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Salluit (terre),3608516272,salluit
Chapais,3608744517,chapais
Rivière-Koksoak,3608792922,rivierekoksoak
West Carleton,3609245427,westcarleton
ᑲᖏᖅᓱᐊᓗᔾᔪᐊᖅ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Kangiqsualujjuaq (village),3609388091,kangiqsualujjuaq
ᑰᔾᔪᐊᖅ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Kuujjuaq (village),3609388295,kuujjuaq
ᑕᓯᐅᔭᖅ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Tasiujaq (terre),3609388430,tasiujaq
ᑕᓯᐅᔭᖅ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Tasiujaq (village),3609388431,tasiujaq
ᐊᐅᐸᓗᒃ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Aupaluk (terre),3609388600,aupaluk
ᐊᐅᐸᓗᒃ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Aupaluk (village),3609388601,aupaluk
ᑲᖏᕐᓱᖅ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Kangirsuk (village),3609388634,kangirsuk
ᖁᐊᖅᑕᖅ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Quaqtaq (village),3609388684,quaqtaq
ᖁᐊᖅᑕᖅ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Quaqtaq (terre),3609388808,quaqtaq
ᑲᖏᖅᓱᔪᐊᖅ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Kangiqsujuaq (terre),3609388839,kangiqsujuaq
ᓴᓪᓗᐃᑦ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Salluit (village),3609389056,salluit
ᐃᕗᔨᕕᒃ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Ivujivik (village),3609389089,ivujivik
ᐊᑯᓕᕕᒃ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Akulivik (terre),3609390576,akulivik
ᐳᕕᕐᓂᑐᖅ Puvirnituq,3609390593,puvirnituq
ᐃᓄᒃᔪᐊᒃ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Inukjuak (village),3609390720,inukjuak
ᐙᐱᒫᑯᔥᑐᐃ (ᐊᔅᒌ) / Whapmagoostui (terre),3609391148,whapmagoostui
ᑰᔾᔪᐊᕌᐱᒃ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Kuujjuarapik (village),3609391149,kuujjuarapik
ᑰᔾᔪᐊᕌᐱᒃ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Kuujjuarapik (terre),3609391150,kuujjuarapik
ᐅᒥᐅᔭᖅ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Umiujaq (terre),3609391174,umiujaq
ᐅᒥᐅᔭᖅ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Umiujaq (village),3609391175,umiujaq
Akwesasne 15,3612295866,akwesasne
ᑲᐛᐛᒋᑲᒪᒡ (ᐅᑌᓈᐤ) / Kawawachikamach (village),3612873747,kawawachikamach
ᐐᒥᓂᒌ (ᐅᑌᓈᐤ) / Wemindji (village),3612893850,wemindji
ᐐᒥᓂᒌ (ᐊᔅᒌ) / Wemindji (terre),3612893851,wemindji
ᐄᔅᒣᐃᓐ (ᐅᑌᓈᐤ) / Eastmain (village),3612893894,eastmain
ᐄᔅᒣᐃᓐ (ᐊᔅᒌ) / Eastmain (terre),3612893895,eastmain
ᒋᓵᓰᐲ (ᐊᔅᒌ) / Chisasibi (terre),3613266133,chisasibi
Chisasibi (Village),3613266134,chisasibi
ᐙᔅᑳᐦᐄᑲᓂᔥ (ᐊᔅᒌ) / Waskaganish (terre),3613266168,waskaganish
ᐙᔅᑳᐦᐄᑲᓂᔥ (ᐅᑌᓈᐤ) / Waskaganish (village),3613266169,waskaganish
ᐐᒥᓂᒌ (ᐊᔅᒌ) / Waswanipi (terre),3613266175,waswanipi
ᐙᔂᓂᐲ (ᐅᑌᓈᐤ) / Waswanipi (village),3613266176,waswanipi
ᐆᒉᐳᑯᒨ (ᐊᔅᒌ) / Oujé-Bougoumou (terre),3613266179,oujebougoumou
ᒥᔅᑎᓯᓃ (ᐅᑌᓈᐤ) / Mistissini (village),3613266598,mistissini
ᒥᔅᑎᓯᓃ (ᐊᔅᒌ) / Mistissini (terre),3613267724,mistissini
ᓀᒥᔅᑳᐤ (ᐅᑌᓈᐤ) / Nemaska (village),3613267976,nemaska
ᓀᒥᔅᑳᐤ (ᐊᔅᒌ) / Nemaska (terre),3613267977,nemaska
La Morandière-Rochebaucourt,3616785732,lamorandiererochebaucourt
Courcelles–Saint-Évariste,3616866124,courcellessaintevariste
Sainte-Élisabeth-de-Proulx,3618529087,sainteelisabethdeproulx
Amos,3618741228,amos
